URL,Técnica,Tamaño,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9
https://www.christies.com/en/lot/lot-6437352?ldp_breadcrumb=back,"black chalk, watercolour and bodycolour, heightened with white and gum arabic, on two sheets cut and rejoined",37.4 x 14.1 cm (14 3/4 x 5 1/2 in.),"James R. Herbert Boone (1899-1983), New York; Sotheby’s, New York, 16-17 September 1988, lot 147.","Jacob Mendelson (died 1970), London; where acquired in the late 1930s by","King George III (1738-1820); since 1823 in the Royal Library, at Windsor Castle, until sold from the Dal Pozzo collection by the Royal Librarian, Sir John Fortescue (1859-1933) to","Cardinal Alessandro Albani (1692-1779), Rome; from whom acquired in 1762 by","Pope Clement XI (1649-1721), Rome; from whom acquired by his nephew in 1714,","Carlo Antonio dal Pozzo (1606-1689); by descent to his grandson, from whom acquired by","Cassiano dal Pozzo (1588-1657), Rome; by descent to his brother,",,,
https://www.christies.com/en/lot/lot-6437353?ldp_breadcrumb=back,"black chalk, watercolour and bodycolour",27.6 x 18.9 cm (10 7/8 x 7 1/2 in.),"James R. Herbert Boone (1899-1983), New York; Sotheby’s, New York, 16-17 September 1988, lot 134.","Jacob Mendelson (died 1970), London; where acquired in the late 1930s by","King George III (1738-1820); since 1823 in the Royal Library, at Windsor Castle, until sold from the Dal Pozzo collection by the Royal Librarian, Sir John Fortescue (1859-1933) to","Cardinal Alessandro Albani (1692-1779), Rome; from whom acquired in 1762 by","Pope Clement XI (1649-1721), Rome; from whom acquired by his nephew in 1714,","Carlo Antonio dal Pozzo (1606-1689); by descent to his grandson, from whom acquired by","Cassiano dal Pozzo (1588-1657), Rome; by descent to his brother,",,,
https://www.christies.com/en/lot/lot-6437354?ldp_breadcrumb=back,"black chalk, watercolour, bodycolour, heightened with white and gum arabic",32.5 x 33 cm (12 3/4 x 13 in.),"James R. Herbert Boone (1899-1983), New York; Sotheby's, New York, 16-17 September 1988, lot 168.","Jacob Mendelson (died 1970), London; where acquired in the late 1930s by","King George III (1738-1820); since 1823 in the Royal Library, at Windsor Castle, until sold from the Dal Pozzo collection by the Royal Librarian, Sir John Fortescue (1859-1933) to","Cardinal Alessandro Albani (1692-1779), Rome; from whom acquired in 1762 by","Pope Clement XI (1649-1721), Rome; from whom acquired by his nephew in 1714,","Carlo Antonio dal Pozzo (1606-1689); by descent to his grandson, from whom acquired by","Cassiano dal Pozzo (1588-1657), Rome; by descent to his brother,",,,
https://www.christies.com/en/lot/lot-6437355?ldp_breadcrumb=back,"black chalk, watercolour, bodycolour",25.3 x 24 cm (10 x 9 1/2 in.),"James R. Herbert Boone (1899-1983), New York; Sotheby’s, New York, 16-17 September 1988, lot 157.","Jacob Mendelson (died 1970), London; where acquired in the late 1930s by","King George III (1738-1820); since 1823 in the Royal Library, at Windsor Castle, until sold from the Dal Pozzo collection by the Royal Librarian, Sir John Fortescue (1859-1933) to","Cardinal Alessandro Albani (1692-1779), Rome; from whom acquired in 1762 by","Pope Clement XI (1649-1721), Rome; from whom acquired by his nephew in 1714,","Carlo Antonio dal Pozzo (1606-1689); by descent to his grandson, from whom acquired by","Cassiano dal Pozzo (1588-1657), Rome; by descent to his brother,",,,
https://www.christies.com/en/lot/lot-6437356?ldp_breadcrumb=back,watercolour and bodycolour,22.9 x 14.2 cm (9 x 5 5/8 in.),"James R. Herbert Boone (1899-1983), New York; Sotheby’s, New York, 16-17 September 1988, lot 146.","Jacob Mendelson (died 1970), London; where acquired in the late 1930s by","King George III (1738-1820); since 1823 in the Royal Library, at Windsor Castle, until sold from the Dal Pozzo collection by the Royal Librarian, Sir John Fortescue (1859-1933) to","Cardinal Alessandro Albani (1692-1779), Rome; from whom acquired in 1762 by","Pope Clement XI (1649-1721), Rome; from whom acquired by his nephew in 1714,","Carlo Antonio dal Pozzo (1606-1689); by descent to his grandson, from whom acquired by","Cassiano dal Pozzo (1588-1657), Rome; by descent to his brother,",,,
https://www.christies.com/en/lot/lot-6437357?ldp_breadcrumb=back,watercolour and bodycolour,27.6 x 27 cm (11 7/8 x 7 5/8 in.),"James R. Herbert Boone (1899-1983), New York; Sotheby’s, New York, 16-17 September 1988, lot 134.","Jacob Mendelson (died 1970), London; where acquired in the late 1930s by","King George III (1738-1820); since 1823 in the Royal Library, at Windsor Castle, until sold from the Dal Pozzo collection by the Royal Librarian, Sir John Fortescue (1859-1933) to","Cardinal Alessandro Albani (1692-1779), Rome; from whom acquired in 1762 by","Pope Clement XI (1649-1721), Rome; from whom acquired by his nephew in 1714,","Carlo Antonio dal Pozzo (1606-1689); by descent to his grandson, from whom acquired by","Cassiano dal Pozzo (1588-1657), Rome; by descent to his brother,",,,
https://www.christies.com/en/lot/lot-6437358?ldp_breadcrumb=back,watercolour and bodycolour,23.1 x 19.3 cm (9 1/8 x 7 5/8 in.),"James R. Herbert Boone (1899-1983), New York; Sotheby’s, New York, 16-17 September 1988, lot 140.","Jacob Mendelson (died 1970), London; where acquired in the late 1930s by","King George III (1738-1820); since 1823 in the Royal Library, at Windsor Castle, until sold from the Dal Pozzo collection by the Royal Librarian, Sir John Fortescue (1859-1933) to","Cardinal Alessandro Albani (1692-1779), Rome; from whom acquired in 1762 by","Pope Clement XI (1649-1721), Rome; from whom acquired by his nephew in 1714,","Carlo Antonio dal Pozzo (1606-1689); by descent to his grandson, from whom acquired by","Cassiano dal Pozzo (1588-1657), Rome; by descent to his brother,",,,
https://www.christies.com/en/lot/lot-6437359?ldp_breadcrumb=back,"watercolour and bodycolour, watermark encircled fleur-de-lys, hills, with letter ‘M’",39.1 x 24.9 cm (15 3/8 x 9 3/4 in.),"James R. Herbert Boone (1899-1983), New York; Sotheby’s, New York, 16-17 September 1988, lot 138.","Jacob Mendelson (died 1970), London; where acquired in the late 1930s by","King George III (1738-1820); since 1823 in the Royal Library, at Windsor Castle, until sold from the Dal Pozzo collection by the Royal Librarian, Sir John Fortescue (1859-1933) to","Cardinal Alessandro Albani (1692-1779), Rome; from whom acquired in 1762 by","Pope Clement XI (1649-1721), Rome; from whom acquired by his nephew in 1714,","Carlo Antonio dal Pozzo (1606-1689); by descent to his grandson, from whom acquired by","Cassiano dal Pozzo (1588-1657), Rome; by descent to his brother,",,,
https://www.christies.com/en/lot/lot-6437360?ldp_breadcrumb=back,"watercolour, bodycolour, watermark kneeling figure in a shield",36.7 x 21.6 cm (14 1/2 x 8 1/2 in.),"James R. Herbert Boone (1899-1983), New York; Sotheby’s, New York, 16-17 September 1988, lot 137.","Jacob Mendelson (died 1970), London; where acquired in the late 1930s by","King George III (1738-1820); since 1823 in the Royal Library, at Windsor Castle, until sold from the Dal Pozzo collection by the Royal Librarian, Sir John Fortescue (1859-1933) to","Cardinal Alessandro Albani (1692-1779), Rome; from whom acquired in 1762 by","Pope Clement XI (1649-1721), Rome; from whom acquired by his nephew in 1714,","Carlo Antonio dal Pozzo (1606-1689); by descent to his grandson, from whom acquired by","Cassiano dal Pozzo (1588-1657), Rome; by descent to his brother,",,,
https://www.christies.com/en/lot/lot-6437361?ldp_breadcrumb=back,"black chalk, pen and brown ink, brown wash",42.5 x 28.9 cm (16 3/4 x 11 3/8 in.),"Private collection, London and Los Angeles.","with P. & D. Colnaghi, London.",,,,,,,,
https://www.christies.com/en/lot/lot-6437362?ldp_breadcrumb=back,"red chalk, pen and brown ink, brown wash, heightened with white, pen and brown ink framing lines (recto); red chalk, pen and brown ink (verso); a strip of paper added below",23 x 22.6 cm (9 1/8 x 8 7/8 in.),"Private collection, U.S.A.","with Jean-Luc Baroni, London (Master Drawings and Oil Sketches, 2004, no. 35, ill.).","Royal College of Music, London; Christie’s, London, 8 July 2003, lot 39.","Burnet Pavitt, London; bequeathed to","with P. & D. Colnaghi, London, 1966.","with Yvonne ffrench, London (Italian Old Master Drawings and Early English Drawings, London, Alpine Club Gallery, 1961, no. 39).",Unidentified collector (possibly L. 2169).,,,
https://www.christies.com/en/lot/lot-6437363?ldp_breadcrumb=back,"black chalk, brown wash, heightened with white (partly oxidised), on buff paper, partly squared for transfer in red chalk, watermark anchor in circle topped with a star",50.1 x 33 cm (19 3/4 x 13 in.),"Private collection, U.S.A.","with Flavia Ormond, London (Master Drawings 1500-1895, 2002, no. 7, ill.).","Anonymous sale; Hôtel Drouot, Paris, 23 March 2001, lot 33.",,,,,,,
https://www.christies.com/en/lot/lot-6437364?ldp_breadcrumb=back,"black chalk, stumping, heightened with white, on light brown paper, black chalk framing lines",25.4 x 18.3 cm (10 x 7 1/4 in.),"Private collection, U.S.A.","with P. & D. Colnaghi, London (Master Drawings, 1995, no. 27, ill.; Old Master and 19th Century Drawings. A Selection from our Current Stock, 2001-2002, no. 21, ill.).","Anonymous sale; Christie’s, London, 19 April 1994, lot 97.",,,,,,,
https://www.christies.com/en/lot/lot-6437365?ldp_breadcrumb=back,"black chalk, pen and brown ink, grey wash (recto); red chalk, pen and brown ink (verso)",17.7 x 17 cm (7 x 6 3/4 in.),"Private collection, U.S.A.","with David Jones, London (Old Master Drawings, 16th-19th Century, 2002, no. 20, ill.).","Gustave Soulier (1872-1937), Florence (L. 1215a).","William S. Brough (died circa 1919), Leek (L. 2652).","Sir Joshua Reynolds (1723-1792), London (according to an inscription on the verso).",,,,,
https://www.christies.com/en/lot/lot-6437366?ldp_breadcrumb=back,"black chalk, brush and brown ink, brown wash, black chalk framing lines",31.5 x 46 cm (12 1/2 x 18 1/8 in.),"B. Wolff (19th century), Copenhagen (L. 420).","Johan Conrad Spengler (1767-1839), Copenhagen (L. 1434).","Wilhelm Gottlieb Becker (1753-1813), Dresden (L. 324).",,,,,,,
https://www.christies.com/en/lot/lot-6437367?ldp_breadcrumb=back,"black chalk, pen and brown ink, brown wash, watermark ‘AS’",22.5 x 32.6 cm (8 7/8 x 13 7/8 in.),"Richard Brinsley, later Sir Brinsley Ford (1908-1999), London.","Marie-Joseph-Adrien Fauchier-Magnan (1873-1965), Cannes.",,,,,,,,
https://www.christies.com/en/lot/lot-6437368?ldp_breadcrumb=back,"black chalk, pen and brown ink, brown wash, watermark letters ‘AHF’ (cf. Heawood 884)",34.5 x 46.7 cm (13 5/8 x 18 3/8 in.),"Brinsley, later Sir Brinsley, Ford (1908-1999).","with Richard Owen, Paris, by whom broken up and sold individually through Matthiesen, 24 March 1937, for £70 to","with Colnaghi, London, by whom sold, January 1921, to the following","Anonymous sale; Sotheby’s, London, 6 July 1920, part of lot 41 (where bought by Colnaghi for £610).",,,,,,
https://www.christies.com/en/lot/lot-6437369?ldp_breadcrumb=back,"black chalk, pen and brown ink, brown wash, watermark three crescents (cf. Heawood 867)",34.7 x 46.8 cm (13 5/8 x 18 3/8 in.),"Brinsley, later Sir Brinsley, Ford (1908-1999).","with Richard Owen, Paris, by whom broken up and sold individually through Matthiesen, 24 March 1937, for £70 to","with Colnaghi, London, by whom sold, January 1921, to the following","Anonymous sale; London, Sotheby’s, 6 July 1920, part of lot 41 (where bought by Colnaghi for £610).",,,,,,
https://www.christies.com/en/lot/lot-6437370?ldp_breadcrumb=back,"black chalk, pen and brown ink, brown wash, watermark three crescents (cf. Heawood 867)",34.4 x 46.2 cm (13 1/2 x 18 1/2 in.),"Brinsley, later Sir Brinsley, Ford (1908-1999).","with Richard Owen, Paris, by whom broken up and sold individually through Matthiesen, 24 March 1937, for £70 to","with Colnaghi, London, by whom sold, January 1921, to the following","Anonymous sale; Sotheby’s, London, 6 July 1920, part of lot 41 (where bought by Colnaghi for £610).",,,,,,
https://www.christies.com/en/lot/lot-6437371?ldp_breadcrumb=back,"black chalk, pen and black ink, black and grey wash",24.4 x 18.1 cm (9 5/8 x 7 1/8 in.),"Private collection, U.S.A.","with Flavia Ormond, London (Italian Old Master Drawings 1500-1850, 1997, no. 11, ill.).","Anonymous sale; London, Sotheby’s, 3 July 1996, lot 95 (bought in).","William Lygon, 8th Earl Beauchamp, Madresfield Court, Worcestershire; Christie’s, London, 15 June 1965, lot 21 (sold for 800 gns. to Maas).","Horace Walpole, 4th Earl of Orford (1717-1797), London and Strawberry Hill, Twickenham, as part of an album.","Possibly the artist’s uncle, Francesco Guardi (1712-1793), Venice, circa 1783, as part of an album.",,,,
https://www.christies.com/en/lot/lot-6437372?ldp_breadcrumb=back,"red chalk, heightened with white, on light brown paper",31.5 x 21.5 cm (12 3/8 X 8 1/2 in.),"Anonymous sale; Christie’s, New York, 12 January, 1995, lot 63 (as Gaetano Gandolfi); where acquired by the present owners.","with Armando Neerman, London.","Bernhard Funck (1895-1993), Munich (L. 3835, verso).",,,,,,,
https://www.christies.com/en/lot/lot-6437373?ldp_breadcrumb=back,"graphite, pen and brown ink, brown wash, pen and brown ink framing lines",27.8 cm x 19.5 cm (11 x 7 3/4 in.),"Anonymous sale; Sotheby’s, London, 8 July 1998, lot 49; where acquired by the present owners.",,,,,,,,,
https://www.christies.com/en/lot/lot-6437375?ldp_breadcrumb=back,"pastel, heightened with bodycolour, on paper laid down on canvas",59.5 x 47.4 cm (23 1/2 x 18 3/4 in.),"By inheritance through the presumed sitter’s second wife, Dorothy (died 1750), daughter of the brewer Mawdesley Best of Chilston, Kent, and sister of James Best, father of George Best of Chilston, father of Dorothy Best, wife of the Rev. Joseph George Brett (1790-1852) and mother of William Balliol Brett, 1st Viscount Esher (1815-1899); by descent to the present owner.",,,,,,,,,
https://www.christies.com/en/lot/lot-6437376?ldp_breadcrumb=back,"graphite, pen and black ink, watercolour, watermark beehive in a shield, with letters ‘J HONIG/ &/ ZOONEN’",55.5 x 97 cm (22 x 38 1/4 in.),"Philip Yorke, later 3rd Earl of Hardwicke (1757-1834), commissioned from the artist around 1778-1779; thence by descent at Eastnor Castle, Herefordshire.",,,,,,,,,
https://www.christies.com/en/lot/lot-6437377?ldp_breadcrumb=back,oil on grey (formerly blue) paper with a printed text on the verso,37 x 59 cm (14 1/2 x 23 1/4 in.),"Private collection, U.S.A.","with P. & D. Colnaghi, London (Master Drawings, 1995, no. 45, ill.).","Anonymous sale; Christie’s, London, 19 April 1994, lot 120.","Société historique et littéraire Polonaise, Paris; Christie’s, London, 4 July 1972, possibly as part of a lot.",,,,,,
https://www.christies.com/en/lot/lot-6437378?ldp_breadcrumb=back,"black chalk, pen and brown ink and brown wash",38.8 x 49.5 cm (15 1/4 x 19 1/2 in.),"Private collection, U.S.A.","with Pandora Old Masters, New York (Old Master Drawings and Oil Sketches, 2000, no. 21, ill.).",,,,,,,,
https://www.christies.com/en/lot/lot-6437379?ldp_breadcrumb=back,"black chalk, heightened with white",14 x 11.5 cm (5 1/2 x 4 1/2 in.),"John K. Rowlands (1931-2016), London.","with P. & D. Colnaghi, London.","Hendrikus Egbertus ten Cate (1895-1955), Almelo; Sotheby’s, London, 25 February 1959, lot 23 (as Rubens).","Lord Barrymore (possibly his mark, not in Lugt); Sotheby’s, London, 21 June 1933, part of lot 9 (as Peter Paul Rubens).",,,,,,
https://www.christies.com/en/lot/lot-6437380?ldp_breadcrumb=back,"black chalk, grey wash, pen and brown ink, black chalk framing lines",12 x 19.5 cm (4 3/4 x 7 3/4 in.),"Anonymous sale; Christie’s, London, 4 July 2000, lot 63; where acquired by the present owners.","with Gebroeders Douwes, Amsterdam, 1981.","Anonymous sale; Paris, Hôtel Drouot, 19 February 1971, lot 33.","Pieter Hendrik Goll van Franckenstein (1787-1832), Amsterdam.","Johan Goll van Franckenstein Junior (1756-1821), Amsterdam (L. 2987, also used by his father, with the number ‘N.o 32’; by inheritance probably to his son,","Probably Johann Edler Goll van Franckenstein Senior (1722-1785), Amsterdam; by inheritance to his son,",,,,
https://www.christies.com/en/lot/lot-6437381?ldp_breadcrumb=back,"black chalk, heightened with pen and brown ink",11.6 x 19.7 cm (4 5/8 x 7 3/4 in.),"Georges Bottelier-Lasquin (1882-1932), Paris (L. 1139a); Paris, Hôtel Drouot, 7 June 1928, lot 227 (5,700 francs).","Anonymous sale; Frederik Muller, Amsterdam, 15 June 1908, lot 229 (fl. 160).","Arthur Kay (1861-1939), Glasgow, by 1903.","Thomas Hudson (1701-1779), London (L. 2432); Langford, London, 15 March 1779, lot 9/25 (£1.70 as part of a group of 4 drawings).",,,,,,
https://www.christies.com/en/lot/lot-6437382?ldp_breadcrumb=back,pen and brown ink,8.8 x 7.9 cm (3 3/8 x 3 1/8 in.),"Private collection, United Kingdom.","Käthe (Katherine) Riezler (1885-1952), Berlin, according to Benesch (op. cit., 1973, V, p. 295), ‘left behind’ when she moved to New York.","Martha Liebermann (1857-1943), Berlin; by descent to her daughter,","Max Liebermann (1847-1935), Berlin, by 1930; by descent to his wife,",,,,,,
https://www.christies.com/en/lot/lot-6437383?ldp_breadcrumb=back,"black chalk, brush and watercolour, pen and brown ink framing lines",9.8 x 13.6 cm (3 7/8 x 5 3/8 in.),"Private collection, the Netherlands.","Pieter Hendrik Goll van Franckenstein (1787-1832), Amsterdam.","Johan Goll van Franckenstein Junior (1756-1821), Amsterdam (L. 2987, also used by his father, with the number ‘N.o 1175’ and with the inscription ’25. 2 stuks’); by inheritance probably to his son,","Probably Johann Edler Goll van Franckenstein Senior (1722-1785), Amsterdam; by inheritance to his son,",,,,,,
